Year,Month,District,PM2.5_mean,PM10_mean,O3_mean,NO2_mean,SO2_mean,CO_mean,AQI_Good_Rate_pct
2018,9,Jiading,28.0,97.79137420654295,153.5035858154297,39.770484924316406,6.138777732849121,0.8320584297180176,88.84809112548828
2018,9,Jing'an,27.0,89.58470916748047,157.37049865722656,33.5594596862793,4.924679756164551,0.8490979075431824,88.3855972290039
2018,9,Jinshan,30.0,92.27027130126952,161.34197998046875,30.89373016357422,6.316402912139893,0.9776307940483092,88.12830352783203
2018,9,Minhang,29.0,92.64846801757812,153.8574676513672,39.448856353759766,5.114691734313965,1.035738468170166,89.04721069335938
2018,9,Pudong,24.0,92.42401885986328,152.591796875,32.266380310058594,5.380714416503906,1.0487459897994995,89.17522430419922
2018,9,Putuo,25.0,91.7113037109375,157.53857421875,37.4844856262207,5.829987049102783,1.2147972583770752,86.91793060302734
2018,9,Qingpu,30.0,100.00930786132812,159.94337463378906,38.58977127075195,6.4471845626831055,0.7700929641723633,87.41193389892578
2018,9,Songjiang,30.0,97.46869659423828,156.86517333984375,37.67657470703125,5.544172763824463,0.9955801367759703,88.11920166015625
2018,9,Xuhui,27.0,88.64228057861328,146.70907592773438,42.68273162841797,5.396729946136475,1.045828938484192,90.29560089111328
2018,9,Yangpu,26.0,88.90093994140625,158.2103729248047,39.24407196044922,6.520715713500977,0.8711458444595337,86.78894805908203
2018,8,Baoshan,17.0,62.30217361450195,149.39892578125,23.943269729614254,4.683138847351074,0.698362410068512,89.57347869873047
2018,8,Changning,18.0,60.6494026184082,155.02752685546875,24.006778717041016,5.1695876121521,0.7358761429786682,89.01396942138672
2018,8,Chongming,17.0,57.97503662109375,155.78155517578125,13.90050983428955,5.849873065948486,0.8055415153503418,88.78064727783203
2018,8,Fengxian,17.0,71.95781707763672,155.12271118164062,18.9925479888916,4.855639457702637,0.6498226523399353,90.22640991210938
2018,8,Hongkou,18.0,62.258583068847656,154.42767333984375,21.094083786010746,5.393451690673828,0.8551918864250183,89.77617645263672
2018,8,Huangpu,18.0,61.91355514526367,155.0604248046875,21.28007125854492,5.151664733886719,0.6812460422515869,87.99199676513672
2018,8,Jiading,18.0,70.31715393066406,154.86434936523438,24.345029830932617,5.611767292022705,0.5940451622009277,89.60813903808594
2018,8,Jing'an,18.0,62.37548065185547,159.54776000976562,20.52883529663086,4.256381511688232,0.6468690633773804,87.55438995361328
2018,8,Jinshan,18.0,72.01158905029297,162.68946838378906,19.58633041381836,6.2099785804748535,0.7093257904052734,87.64302062988281
2018,8,Minhang,15.0,62.56360626220703,151.210205078125,23.23154067993164,4.475672721862793,0.6836575865745544,91.01095581054688
2018,8,Pudong,15.0,63.94229507446289,148.87657165527344,19.980798721313477,4.909783363342285,0.7766721248626709,91.43182373046876
2018,8,Putuo,16.0,62.94469451904297,154.60870361328125,22.641387939453125,4.940136432647705,0.9523778557777404,88.92485046386719
2018,8,Qingpu,20.0,75.9477767944336,160.55252075195312,23.160545349121097,5.838172912597656,0.6296564340591431,88.51118469238281
2018,8,Songjiang,19.0,67.94233703613281,156.75453186035156,23.5638484954834,4.9674224853515625,0.7686029672622681,88.80292510986328
2018,8,Xuhui,16.0,60.92461013793945,142.9615020751953,25.656005859375,4.310999393463135,0.7887185215950012,92.64981842041016
2018,8,Yangpu,17.0,62.12342834472656,158.11660766601562,22.74553680419922,6.0539960861206055,0.6659717559814453,88.62836456298828
2018,7,Baoshan,23.0,75.59830474853516,148.25149536132812,25.944211959838867,4.975768089294434,0.9103249311447144,90.41001892089844
2018,7,Changning,22.0,71.21246337890625,153.22232055664062,26.512413024902344,5.678779602050781,0.8928106427192688,90.09945678710938
2018,7,Chongming,23.0,67.4063720703125,155.9648895263672,15.831632614135742,6.063015937805176,1.017907977104187,89.59344482421875
2018,7,Fengxian,20.0,81.22040557861328,155.1378173828125,20.779794692993164,5.230082035064697,0.6456260681152344,90.887451171875
2018,7,Hongkou,23.0,74.87053680419922,154.6431427001953,23.89201545715332,6.147274017333984,1.133946418762207,90.36459350585938
2018,7,Huangpu,23.0,74.5904312133789,152.1212921142578,23.853076934814453,5.4284234046936035,0.8592777848243713,89.56027221679688
2018,7,Jiading,23.0,80.92018127441406,154.3285369873047,28.24058532714844,6.273667812347412,0.681712806224823,90.3882827758789
2018,7,Jing'an,23.0,74.87682342529297,157.8812713623047,23.00048065185547,4.844237804412842,0.717737078666687,88.78190612792969
2018,7,Jinshan,22.0,78.93587493896484,160.75369262695312,21.014488220214844,6.578347682952881,0.8126881718635559,89.63175201416016
2018,7,Minhang,21.0,75.0337142944336,152.3196258544922,25.768535614013672,5.122426986694336,0.932835042476654,91.05115509033205
2018,7,Pudong,20.0,76.0645751953125,150.56951904296875,23.26219940185547,5.49533748626709,0.9502094984054564,91.06774139404295
2018,7,Putuo,21.0,75.9542007446289,157.3112030029297,25.207304000854492,5.606298446655273,1.1837528944015503,89.76244354248047
2018,7,Qingpu,24.0,83.66459655761719,160.5533447265625,25.650068283081055,6.254958152770996,0.6484723687171936,88.49431610107422
2018,7,Songjiang,24.0,78.0910415649414,156.2359619140625,24.683082580566406,5.1193084716796875,0.9341743588447572,89.2052230834961
2018,7,Xuhui,20.0,72.25833129882812,146.52066040039062,28.829565048217773,5.045862674713135,1.0133486986160278,91.99925231933594
2018,7,Yangpu,22.0,73.52640533447266,157.4413299560547,25.64523124694824,6.6013007164001465,0.7476848363876343,89.45947265625
2018,6,Baoshan,35.0,103.42230224609376,153.0525665283203,35.431278228759766,5.88975715637207,1.0655890703201294,88.24864196777344
2018,6,Changning,35.0,97.4839859008789,157.71148681640625,35.470130920410156,6.188903331756592,1.0603251457214355,88.40043640136719
2018,6,Chongming,37.0,94.1510238647461,162.0500946044922,22.7624568939209,6.5541300773620605,1.1263065338134766,88.33003234863281
2018,6,Fengxian,32.0,103.63113403320312,164.49888610839844,27.776329040527344,5.760792255401611,0.7675613760948181,88.40489959716797
2018,6,Hongkou,34.0,95.8176727294922,161.11219787597656,31.979806900024418,6.530411720275879,1.2052079439163208,88.9325942993164
2018,6,Huangpu,36.0,96.3022232055664,157.42037963867188,32.73388671875,6.179050922393799,1.087233304977417,87.60000610351562
2018,6,Jiading,37.0,103.15631866455078,159.4405059814453,37.60833358764648,6.694738388061523,0.9240794777870178,88.0301742553711
2018,6,Jing'an,37.0,96.78265380859376,164.73036193847656,31.72637939453125,5.845373630523682,1.0440117120742798,87.22113800048828
2018,6,Jinshan,35.0,97.90479278564452,167.99542236328125,27.52503204345703,6.9168243408203125,1.0006067752838137,87.80058288574219
2018,6,Minhang,32.0,98.1621322631836,158.2388458251953,34.29055404663086,5.853574752807617,1.0936216115951538,88.44420623779297
2018,6,Pudong,32.0,98.8797836303711,159.540771484375,31.095216751098633,5.8951239585876465,1.0889266729354858,88.33747100830078
2018,6,Putuo,35.0,98.15290832519533,164.37045288085938,34.331939697265625,6.550714015960693,1.247606873512268,87.03770446777344
2018,6,Qingpu,38.0,105.0035629272461,167.46536254882812,34.70030212402344,6.983808517456055,0.8461275100708008,85.98263549804688
2018,6,Songjiang,37.0,103.43687438964844,162.23419189453125,33.360172271728516,6.070139408111572,1.0643450021743774,87.48091125488281
2018,6,Xuhui,36.0,95.72555541992188,151.71334838867188,39.13441467285156,6.064289569854736,1.1322038173675537,88.71356964111328
2018,6,Yangpu,34.0,95.29296112060548,164.0096435546875,35.85287857055664,7.132565021514893,0.9393429160118104,86.5415267944336
2018,5,Baoshan,45.0,119.31306457519533,133.2598876953125,43.2032470703125,6.306469917297363,1.1980509757995603,79.0517349243164
2018,5,Changning,46.0,114.62460327148438,135.32247924804688,44.09709930419922,6.3420023918151855,1.1868058443069458,79.29029083251953
2018,5,Chongming,44.0,113.4224624633789,141.04702758789062,24.88347053527832,6.6782660484313965,1.2089002132415771,82.8548583984375
2018,5,Fengxian,39.0,118.23207092285156,141.17982482910156,35.060577392578125,6.119109630584717,1.0849071741104126,83.61967468261719
2018,5,Hongkou,46.0,114.33335876464844,134.30398559570312,41.33650588989258,6.802517890930176,1.285425066947937,80.04696655273438
2018,5,Huangpu,48.0,114.38130950927734,134.36630249023438,41.188140869140625,6.287249565124512,1.201731562614441,77.95284271240234
2018,5,Jiading,48.0,119.6115951538086,133.4431610107422,43.907440185546875,7.1491193771362305,1.1789509057998655,77.77813720703125
2018,5,Jing'an,46.0,115.03018951416016,138.0665740966797,40.10089111328125,6.172843933105469,1.2032036781311035,79.4806137084961
2018,5,Jinshan,45.0,115.02096557617188,140.58326721191406,35.50239944458008,7.044490337371826,1.1514979600906372,82.51251983642578
2018,5,Minhang,42.0,115.12572479248048,136.26065063476562,43.063377380371094,6.314742565155029,1.1957205533981323,81.44248962402344
2018,5,Pudong,39.0,116.67620849609376,136.0218963623047,40.10477828979492,6.238137722015381,1.218126893043518,83.22333526611328
2018,5,Putuo,46.0,117.52027893066406,138.47438049316406,42.676513671875,6.890561580657959,1.313991665840149,78.33432006835938
2018,5,Qingpu,49.0,122.98773956298828,140.4246063232422,41.9517822265625,6.943052768707275,1.1483694314956665,78.4211654663086
2018,5,Songjiang,47.0,119.78412628173828,139.14801025390625,40.573299407958984,6.297573566436768,1.1891446113586426,79.17176818847656
2018,5,Xuhui,46.0,113.54549407958984,130.0857391357422,46.538185119628906,6.298234462738037,1.242396354675293,81.66312408447266
2018,5,Yangpu,44.0,115.11157989501952,138.7469940185547,43.466941833496094,7.248199939727783,1.151494383811951,77.60082244873047
2018,4,Baoshan,46.0,122.2723159790039,102.3231201171875,45.902957916259766,6.756206512451172,1.16077721118927,84.54337310791016
2018,4,Changning,44.0,117.46703338623048,106.59591674804688,46.85540390014648,6.735742568969727,1.1531832218170166,85.51048278808594
2018,4,Chongming,44.0,115.41539764404295,111.15240478515624,25.51262092590332,6.9466142654418945,1.1807539463043213,88.01749420166016
2018,4,Fengxian,39.0,120.81652069091795,110.97517395019533,39.22309875488281,6.571193695068359,1.0515323877334597,89.1039810180664
2018,4,Hongkou,39.0,115.18218231201172,100.4893569946289,44.65444564819336,7.294052600860596,1.2606796026229858,86.71099853515625
2018,4,Huangpu,45.0,115.99859619140624,103.8451919555664,44.538299560546875,6.791621208190918,1.1590065956115725,85.12010192871094
2018,4,Jiading,46.0,121.34513854980467,100.99718475341795,46.53420639038086,7.54895544052124,1.1415045261383057,85.19132232666016
2018,4,Jing'an,44.0,116.17117309570312,106.00950622558594,43.39457702636719,6.727249622344971,1.170749545097351,85.36709594726562
2018,4,Jinshan,44.0,119.87199401855467,110.25919342041016,39.79580307006836,7.314219951629639,1.1039013862609863,87.7840805053711
2018,4,Minhang,43.0,116.60284423828124,106.068603515625,45.84291076660156,6.723092079162598,1.1656544208526611,86.8496322631836
2018,4,Pudong,39.0,118.67364501953124,106.06261444091795,43.746150970458984,6.689988613128662,1.1933857202529907,87.85243225097656
2018,4,Putuo,44.0,117.38264465332033,104.66316986083984,46.00049591064453,7.22296667098999,1.2905827760696411,84.8746337890625
2018,4,Qingpu,49.0,127.59334564208984,108.00999450683594,45.06260299682617,7.23148250579834,1.1234691143035889,83.04817199707031
2018,4,Songjiang,48.0,123.61740112304688,108.9700927734375,43.70121765136719,6.631444931030273,1.1616846323013306,83.46898651123047
2018,4,Xuhui,44.0,115.87943267822266,98.62416076660156,48.681793212890625,6.68388557434082,1.2209280729293823,86.18038177490234
2018,4,Yangpu,43.0,117.23893737792967,104.97630310058594,46.90887451171875,7.553079128265381,1.121849536895752,83.54251098632812
2018,3,Baoshan,42.0,117.4417495727539,99.24774169921876,45.260894775390625,6.982856750488281,1.0537534952163696,90.04939270019531
2018,3,Changning,41.0,113.07487487792967,103.7439956665039,45.90460586547851,6.700534820556641,1.023202419281006,91.69862365722656
2018,3,Chongming,41.0,110.1821517944336,109.46411895751952,25.20612144470215,7.021243572235107,1.0808807611465454,92.4430160522461
2018,3,Fengxian,38.0,114.05130767822266,111.4197235107422,37.91379165649414,6.576980113983154,0.9340779781341552,93.84840393066406
2018,3,Hongkou,38.0,109.43827056884766,98.35247802734376,43.4884147644043,7.458663463592529,1.1685303449630735,92.0897216796875
2018,3,Huangpu,42.0,112.59822845458984,101.91799926757812,43.35172653198242,6.776420593261719,1.0272976160049438,91.5179672241211
2018,3,Jiading,44.0,117.93804168701172,99.04918670654295,46.06140899658203,7.66607141494751,1.005260705947876,90.38195037841795
2018,3,Jing'an,41.0,111.82411193847656,104.34246063232422,42.30606460571289,6.827733993530273,1.0348619222640991,91.59728240966795
2018,3,Jinshan,41.0,113.50257110595705,112.25934600830078,38.48018264770508,7.345954418182373,0.9823427200317384,92.72209930419922
2018,3,Minhang,40.0,112.64856719970705,104.31884002685548,44.9498405456543,6.815703868865967,1.037036418914795,92.3324966430664
2018,3,Pudong,38.0,113.75769805908205,105.55817413330078,42.51114654541016,6.645374298095703,1.0862659215927124,92.66604614257812
2018,3,Putuo,42.0,112.87073516845705,101.96509552001952,44.93418884277344,7.236954212188721,1.2098703384399414,90.34791564941406
2018,3,Qingpu,45.0,120.31590270996094,108.43181610107422,44.52316665649414,7.454996585845947,0.9836310148239136,89.97460174560547
2018,3,Songjiang,44.0,119.90948486328124,108.25135040283205,43.3538932800293,6.776393890380859,1.0595921277999878,91.36412811279295
2018,3,Xuhui,41.0,110.71027374267578,94.9823226928711,47.89806365966797,6.632219314575195,1.119997501373291,90.3140640258789
2018,3,Yangpu,40.0,111.83702850341795,103.7522964477539,46.4193229675293,7.7816877365112305,0.9924841523170472,89.91201782226562
2018,2,Baoshan,44.0,121.0593719482422,93.77408599853516,45.36630630493164,7.177538871765137,1.0709604024887085,87.78722381591797
2018,2,Changning,44.0,116.39753723144533,97.7380828857422,46.143184661865234,6.921953201293945,1.0545060634613037,88.44680786132812
2018,2,Chongming,45.0,114.10575103759766,102.7991180419922,25.79227638244629,7.185512065887451,1.0980933904647827,90.23702239990234
2018,2,Fengxian,43.0,118.154541015625,103.26244354248048,39.52607345581055,6.888815879821777,0.9632785320281982,92.1396026611328
2018,2,Hongkou,41.0,113.26515197753906,91.41165924072266,44.29214859008789,7.833464622497559,1.1779447793960571,89.46524810791016
2018,2,Huangpu,45.0,115.09788513183594,95.29473876953124,44.18820571899414,7.070539951324463,1.0490682125091553,87.82228088378906
2018,2,Jiading,48.0,120.55481719970705,91.7978057861328,46.62712478637695,7.870725154876709,1.0434603691101074,86.9736328125
2018,2,Jing'an,44.0,114.99983978271484,97.66935729980467,42.93000030517578,7.074429035186768,1.060629963874817,88.73869323730469
2018,2,Jinshan,49.0,117.26021575927734,102.4210968017578,40.26567459106445,7.558577537536621,1.011605978012085,89.42302703857422
2018,2,Minhang,45.0,115.60345458984376,97.03701782226562,45.27779006958008,7.054111480712891,1.0668925046920776,88.69807434082031
2018,2,Pudong,43.0,117.98493194580078,97.50914001464844,43.7573356628418,7.009069442749023,1.1096891164779663,90.51103973388672
2018,2,Putuo,46.0,114.94290924072266,95.4547348022461,45.47560119628906,7.457788944244385,1.2278379201889038,87.54170989990234
2018,2,Qingpu,50.0,125.0316925048828,99.8434600830078,44.87910079956055,7.575794696807861,1.026384711265564,87.20529174804688
2018,2,Songjiang,48.0,124.44586944580078,100.97695922851562,43.3880729675293,6.916263580322266,1.08117938041687,87.89702606201172
2018,2,Xuhui,46.0,114.4966049194336,89.05960083007812,47.92361068725586,6.859996795654297,1.1474628448486328,87.24433135986328
2018,2,Yangpu,43.0,115.10539245605467,96.84608459472656,46.85772705078125,7.9459228515625,1.0225841999053955,87.52059173583984
2018,1,Baoshan,62.0,145.16751098632812,91.3025131225586,50.940452575683594,6.9130072593688965,1.170794129371643,71.71736145019531
2018,1,Changning,60.0,142.56431579589844,95.41114044189452,52.196285247802734,6.83358907699585,1.1633967161178589,72.43870544433594
2018,1,Chongming,54.0,142.06936645507812,102.74629974365234,31.16989517211914,7.034564018249512,1.1866945028305054,77.91048431396484
2018,1,Fengxian,55.0,143.67446899414062,100.64753723144533,44.70069885253906,6.859444618225098,1.0602847337722778,78.58879852294922
2018,1,Hongkou,56.0,142.01756286621094,89.53152465820312,50.036983489990234,7.496449947357178,1.2624973058700562,73.97160339355469
2018,1,Huangpu,59.0,143.2215576171875,93.9719467163086,49.34467315673828,7.029840469360352,1.1599514484405518,72.70040130615234
2018,1,Jiading,68.0,145.66778564453125,88.94703674316406,51.474178314208984,7.780150890350342,1.1633431911468506,70.79261016845703
2018,1,Jing'an,59.0,142.7998809814453,95.00969696044922,48.799564361572266,6.890496730804443,1.184955596923828,72.70306396484375
2018,1,Jinshan,61.0,137.84974670410156,98.76213836669922,44.654178619384766,7.371928691864014,1.1135048866271973,77.25167083740234
2018,1,Minhang,59.0,143.22317504882812,95.49485778808594,50.868141174316406,6.986337184906006,1.1682133674621582,74.22264862060547
2018,1,Pudong,54.0,143.7379913330078,95.65310668945312,49.44936752319336,6.857430458068848,1.206501841545105,76.10066986083984
2018,1,Putuo,62.0,144.65798950195312,93.99375915527344,50.81867980957031,7.364640712738037,1.2902542352676392,71.04625701904297
2018,1,Qingpu,68.0,148.2064971923828,95.89679718017578,49.414939880371094,7.304688930511475,1.1547291278839111,71.87744903564453
2018,1,Songjiang,62.0,146.6900634765625,98.20885467529295,48.35175704956055,6.818893909454346,1.177942991256714,73.72737884521484
2018,1,Xuhui,60.0,143.18104553222656,88.38238525390625,53.35906600952149,6.951021671295166,1.2381399869918823,72.04360961914062
2018,1,Yangpu,57.0,144.08253479003906,95.22806549072266,51.490455627441406,7.649984836578369,1.127381443977356,71.53522491455078
2017,12,Baoshan,59.0,139.07345581054688,78.27101135253906,54.35678482055664,7.050235748291016,1.1656306982040403,71.3965835571289
2017,12,Changning,56.0,135.8812713623047,80.99022674560547,54.865989685058594,7.019526481628418,1.1653944253921509,72.15635681152344
2017,12,Chongming,56.0,134.46607971191406,88.86798095703125,36.68714904785156,7.019358158111572,1.179067850112915,77.19586944580078
2017,12,Fengxian,56.0,137.4906005859375,85.52214050292969,49.21254348754883,6.961668014526367,1.068913221359253,78.48719024658203
2017,12,Hongkou,53.0,134.066162109375,77.04135131835938,52.999900817871094,7.684031009674072,1.242492914199829,74.75669860839844
2017,12,Huangpu,56.0,135.65542602539062,79.75910186767578,52.542762756347656,7.124356746673584,1.1483970880508425,73.49893188476562
2017,12,Jiading,64.0,141.58489990234375,75.60148620605469,54.2950553894043,7.875959873199463,1.1824406385421753,71.21588134765625
2017,12,Jing'an,56.0,135.3944091796875,81.21636962890625,52.119571685791016,6.972611427307129,1.1746689081192017,73.55046844482422
2017,12,Jinshan,62.0,136.64891052246094,83.45156860351562,49.51060485839844,7.453248977661133,1.1184602975845337,77.13200378417969
2017,12,Minhang,59.0,136.2845916748047,79.84315490722656,54.30626678466797,7.020377159118652,1.1736799478530884,72.80516815185547
2017,12,Pudong,52.0,136.84974670410156,82.15454864501953,52.459415435791016,7.178007125854492,1.196988821029663,78.01004791259766
2017,12,Putuo,58.0,136.4216766357422,79.78716278076172,54.0301513671875,7.473295211791992,1.276056170463562,71.73843383789062
2017,12,Qingpu,67.0,143.9469757080078,80.70037078857422,53.557716369628906,7.391021728515625,1.1584579944610596,71.68563842773438
2017,12,Songjiang,62.0,142.0546875,82.638916015625,52.263458251953125,6.933557510375977,1.1805561780929563,72.70491790771484
2017,12,Xuhui,57.0,134.8046112060547,75.21379852294922,55.91252136230469,7.014560222625732,1.226023554801941,72.14649200439453
2017,12,Yangpu,53.0,136.4276123046875,81.92464447021484,54.44907760620117,7.703885078430176,1.137135624885559,71.15388488769531
2017,11,Baoshan,45.0,120.0589599609375,90.90581512451172,51.87150573730469,7.022331714630127,1.1662845611572266,83.95555114746094
2017,11,Changning,43.0,115.45834350585938,95.71833801269533,51.935768127441406,6.833863258361816,1.1502255201339722,87.17255401611328
2017,11,Chongming,40.0,113.57979583740234,102.9098663330078,31.71520614624023,6.969112396240234,1.168951153755188,89.40325164794922
2017,11,Fengxian,42.0,120.0202865600586,99.73526000976562,45.635215759277344,6.805904388427734,1.0685123205184937,89.14881134033203
2017,11,Hongkou,40.0,114.64874267578124,89.15679168701172,49.85207748413086,7.626498222351074,1.2427864074707031,87.5479965209961
2017,11,Huangpu,41.0,115.10401153564452,94.2983169555664,49.64972686767578,6.935729026794434,1.1315433979034424,87.51555633544922
2017,11,Jiading,48.0,120.77871704101562,88.62962341308594,51.68333053588867,7.658278942108154,1.1612071990966797,83.02310180664062
2017,11,Jing'an,43.0,115.4914779663086,95.55294036865234,49.064605712890625,6.893039226531982,1.1709567308425903,87.36544036865234
2017,11,Jinshan,46.0,117.40633392333984,99.30136108398438,45.82331848144531,7.335613250732422,1.1019448041915894,88.41259002685547
2017,11,Minhang,44.0,116.83411407470705,94.2525405883789,51.47559356689453,6.8769378662109375,1.1622185707092283,87.374755859375
2017,11,Pudong,40.0,116.79290771484376,95.62948608398438,49.045135498046875,6.9612860679626465,1.193070888519287,88.45201110839844
2017,11,Putuo,44.0,116.54206848144533,92.93069458007812,51.372337341308594,7.326504707336426,1.274636149406433,85.43826293945312
2017,11,Qingpu,50.0,126.10519409179688,96.46891021728516,51.06778717041016,7.290012836456299,1.133887529373169,83.54940032958984
2017,11,Songjiang,46.0,121.1330108642578,98.32266998291016,49.78986740112305,6.868922233581543,1.1603636741638184,86.90287780761719
2017,11,Xuhui,45.0,114.8935317993164,87.40485382080078,53.59832763671875,6.829514980316162,1.2208290100097656,85.20516967773438
2017,11,Yangpu,41.0,115.27011108398438,94.92233276367188,52.29190826416016,7.6482977867126465,1.1289305686950684,84.5920181274414
2017,10,Baoshan,25.0,86.87622833251953,114.17399597167967,38.90385437011719,6.042574882507324,1.0264146327972412,94.49649810791016
2017,10,Changning,24.0,80.90308380126953,119.85919952392578,37.13671875,5.8600382804870605,0.9993146061897278,94.9918212890625
2017,10,Chongming,22.0,74.57162475585938,124.85729217529295,18.630395889282227,6.418385982513428,1.0502874851226809,95.28089141845705
2017,10,Fengxian,25.0,91.022705078125,123.11993408203124,30.32275390625,5.702055931091309,0.8357776403427124,95.27839660644533
2017,10,Hongkou,24.0,82.35192108154297,113.20214080810548,33.92316436767578,6.932679176330566,1.1414124965667725,94.92615509033205
2017,10,Huangpu,24.0,83.18466186523438,118.55911254882812,34.1540412902832,5.980880260467529,1.0010908842086792,95.0206527709961
2017,10,Jiading,29.0,90.8008804321289,114.19766235351562,40.09975814819336,6.846624851226807,0.995663046836853,94.25524139404295
2017,10,Jing'an,25.0,84.1638412475586,121.29805755615234,33.4773063659668,5.617969036102295,1.005118727684021,94.83419036865234
2017,10,Jinshan,29.0,86.6212158203125,125.0468978881836,31.72930908203125,6.621345520019531,0.9882120490074158,94.69168090820312
2017,10,Minhang,25.0,84.56720733642578,118.6749038696289,38.53915786743164,5.973961353302002,1.0162209272384644,94.94509887695312
2017,10,Pudong,22.0,86.02806854248047,119.89474487304688,32.289546966552734,6.0564284324646,1.0680981874465942,95.82398986816406
2017,10,Putuo,24.0,84.26899719238281,117.3636474609375,36.78474807739258,6.294453144073486,1.1912953853607178,94.31675720214844
2017,10,Qingpu,32.0,92.53231048583984,121.37242889404295,39.31038665771485,6.937725067138672,0.9540697932243348,93.06292724609376
2017,10,Songjiang,29.0,90.28465270996094,122.55684661865234,37.81403732299805,5.954596519470215,1.035893797874451,93.88892364501952
2017,10,Xuhui,26.0,80.89431762695312,111.58284759521484,40.881744384765625,5.746638298034668,1.0887268781661987,94.25796508789062
2017,10,Yangpu,23.0,82.0647201538086,119.4199447631836,38.68458557128906,7.186917304992676,0.933124840259552,93.97420501708984
2017,9,Baoshan,28.0,103.36659240722656,129.80062866210938,41.08526992797851,6.176127910614014,1.0531795024871826,92.78551483154295
2017,9,Changning,26.0,93.23567962646484,136.2949981689453,40.37843322753906,6.01145076751709,1.033089280128479,93.49049377441406
2017,9,Chongming,25.0,90.46394348144533,138.80882263183594,21.06814956665039,6.482761859893799,1.066420078277588,93.62123107910156
2017,9,Fengxian,27.0,103.9466323852539,138.00064086914062,31.761295318603516,5.875177383422852,0.9014748334884644,93.62600708007812
2017,9,Hongkou,26.0,93.39802551269533,130.02552795410156,36.55223083496094,6.914892196655273,1.1723828315734863,93.43851470947266
2017,9,Huangpu,27.0,93.82972717285156,134.2534942626953,37.53237533569336,6.072097301483154,1.050942301750183,93.42804718017578
2017,9,Jiading,32.0,104.03716278076172,131.4772491455078,41.67755126953125,7.011422157287598,1.0223435163497925,92.3836441040039
2017,9,Jing'an,27.0,93.82156372070312,137.1026153564453,35.951316833496094,5.781070709228516,1.0454826354980469,93.25253295898438
2017,9,Jinshan,30.0,98.09899139404295,141.8347930908203,32.864593505859375,6.850908279418945,1.015335202217102,92.9302215576172
2017,9,Minhang,28.0,97.14278411865234,135.4950714111328,40.797847747802734,6.0196733474731445,1.0469460487365725,93.31629943847656
2017,9,Pudong,24.0,98.45750427246094,133.7445831298828,34.54765701293945,6.0202484130859375,1.0974178314208984,93.87440490722656
2017,9,Putuo,26.0,94.5969009399414,135.37954711914062,39.274208068847656,6.473660945892334,1.2029775381088257,92.8052978515625
2017,9,Qingpu,35.0,107.39544677734376,138.9505157470703,40.8720703125,7.112613677978516,0.9935750365257264,91.46119689941406
2017,9,Songjiang,30.0,103.9168472290039,138.89236450195312,39.68623352050781,6.200369358062744,1.0579922199249268,92.86470794677734
2017,9,Xuhui,27.0,93.29528045654295,128.28890991210938,43.98023986816406,5.946273326873779,1.1083776950836182,92.93321990966795
2017,9,Yangpu,25.0,94.14035034179688,135.16070556640625,41.23845672607422,7.233742713928223,0.97301584482193,92.74938201904295
2017,8,Baoshan,35.0,94.35771942138672,160.27296447753906,35.437461853027344,5.38405704498291,0.9985740184783936,76.7043685913086
2017,8,Changning,30.0,89.90778350830078,163.7692413330078,34.381431579589844,5.881282806396484,0.964638888835907,77.19081115722656
2017,8,Chongming,36.0,87.34827423095703,169.3882598876953,22.009998321533203,6.027231216430664,1.0599547624588013,78.19548797607422
2017,8,Fengxian,31.0,96.7718734741211,169.58851623535156,27.44884872436523,5.435765266418457,0.7204444408416748,79.32231140136719
2017,8,Hongkou,31.0,89.36763000488281,167.36155700683594,31.486759185791016,6.110378265380859,1.142511010169983,79.32405853271484
2017,8,Huangpu,33.0,89.97030639648438,163.1896209716797,31.8221492767334,5.663570880889893,0.9748600125312804,75.92449188232422
2017,8,Jiading,36.0,95.57566833496094,164.97496032714844,37.15874099731445,6.286747455596924,0.7919225692749023,76.70401763916016
2017,8,Jing'an,33.0,89.82298278808594,169.35189819335938,30.58152198791504,5.231459617614746,0.8385306000709534,75.61441040039062
2017,8,Jinshan,29.0,90.50796508789062,170.6201629638672,26.98000144958496,6.558073997497559,0.8676640391349792,77.86947631835938
2017,8,Minhang,31.0,91.14649963378906,164.6416473388672,34.10171127319336,5.437271595001221,1.056004524230957,77.7768783569336
2017,8,Pudong,29.0,91.57829284667967,164.1234588623047,30.117542266845703,5.617079257965088,0.9790419936180116,81.41928100585938
2017,8,Putuo,32.0,91.2777099609375,171.3997039794922,33.896453857421875,6.009354591369629,1.211412787437439,75.00430297851562
2017,8,Qingpu,35.0,97.94459533691406,171.17654418945312,34.230533599853516,6.533323764801025,0.7319148778915405,75.6311264038086
2017,8,Songjiang,32.0,94.48734283447266,168.0010223388672,32.35291290283203,5.609103679656982,0.953950047492981,76.55265045166016
2017,8,Xuhui,31.0,88.66439819335938,157.27313232421875,38.170127868652344,5.518252849578857,1.0154720544815063,82.46052551269531
2017,8,Yangpu,30.0,89.013916015625,170.8883056640625,34.29534149169922,6.5941853523254395,0.8187631964683533,74.77145385742188
2017,7,Baoshan,36.0,97.91016387939452,164.38009643554688,33.14945983886719,5.595667839050293,1.0430971384048462,70.90008544921875
2017,7,Changning,32.0,93.90747833251952,165.1551971435547,32.95037078857422,6.164829730987549,1.0233139991760254,71.26632690429688
